# time_ps  msd_mean_A2  msd_SEM_A2  msd_STD_A2
4689.000000 6.35953566e+04 4.21539634e+03 1.19229414e+04
4690.000000 6.36094586e+04 4.21598752e+03 1.19246134e+04
4691.000000 6.36234949e+04 4.21660251e+03 1.19263529e+04
4692.000000 6.36375204e+04 4.21718636e+03 1.19280043e+04
4693.000000 6.36515415e+04 4.21775411e+03 1.19296101e+04
4694.000000 6.36655976e+04 4.21831363e+03 1.19311927e+04
4695.000000 6.36796032e+04 4.21883187e+03 1.19326585e+04
4696.000000 6.36936386e+04 4.21937151e+03 1.19341848e+04
4697.000000 6.37076910e+04 4.21992553e+03 1.19357518e+04
4698.000000 6.37217125e+04 4.22049907e+03 1.19373741e+04
4699.000000 6.37357673e+04 4.22104512e+03 1.19389185e+04
4700.000000 6.37498161e+04 4.22158710e+03 1.19404514e+04
4701.000000 6.37638649e+04 4.22213430e+03 1.19419992e+04
4702.000000 6.37779856e+04 4.22267852e+03 1.19435385e+04
4703.000000 6.37921098e+04 4.22325775e+03 1.19451768e+04
4704.000000 6.38062403e+04 4.22383072e+03 1.19467974e+04
4705.000000 6.38203967e+04 4.22442345e+03 1.19484739e+04
4706.000000 6.38345582e+04 4.22500891e+03 1.19501298e+04
4707.000000 6.38487457e+04 4.22563923e+03 1.19519126e+04
4708.000000 6.38628979e+04 4.22621328e+03 1.19535363e+04
4709.000000 6.38771010e+04 4.22678876e+03 1.19551640e+04
4710.000000 6.38912708e+04 4.22733572e+03 1.19567110e+04
4711.000000 6.39054064e+04 4.22788089e+03 1.19582530e+04
4712.000000 6.39196042e+04 4.22841194e+03 1.19597550e+04
4713.000000 6.39338344e+04 4.22892783e+03 1.19612142e+04
4714.000000 6.39480594e+04 4.22945794e+03 1.19627136e+04
4715.000000 6.39623003e+04 4.22999276e+03 1.19642262e+04
4716.000000 6.39765659e+04 4.23054019e+03 1.19657746e+04
4717.000000 6.39908530e+04 4.23110836e+03 1.19673817e+04
4718.000000 6.40052528e+04 4.23169630e+03 1.19690446e+04
4719.000000 6.40195929e+04 4.23224574e+03 1.19705987e+04
4720.000000 6.40340224e+04 4.23280024e+03 1.19721670e+04
4721.000000 6.40484297e+04 4.23339394e+03 1.19738463e+04
4722.000000 6.40628298e+04 4.23395587e+03 1.19754356e+04
4723.000000 6.40772294e+04 4.23451055e+03 1.19770045e+04
4724.000000 6.40916214e+04 4.23512166e+03 1.19787330e+04
4725.000000 6.41060845e+04 4.23571457e+03 1.19804100e+04
4726.000000 6.41205533e+04 4.23633800e+03 1.19821733e+04
4727.000000 6.41349924e+04 4.23699127e+03 1.19840210e+04
4728.000000 6.41495112e+04 4.23766167e+03 1.19859172e+04
4729.000000 6.41640301e+04 4.23831232e+03 1.19877575e+04
4730.000000 6.41786291e+04 4.23895903e+03 1.19895867e+04
4731.000000 6.41932141e+04 4.23963221e+03 1.19914907e+04
4732.000000 6.42078930e+04 4.24031890e+03 1.19934330e+04
4733.000000 6.42225529e+04 4.24101198e+03 1.19953933e+04
4734.000000 6.42371751e+04 4.24170707e+03 1.19973593e+04
4735.000000 6.42518421e+04 4.24241305e+03 1.19993562e+04
4736.000000 6.42664681e+04 4.24309230e+03 1.20012773e+04
4737.000000 6.42810441e+04 4.24374089e+03 1.20031118e+04
4738.000000 6.42956932e+04 4.24439568e+03 1.20049639e+04
4739.000000 6.43103774e+04 4.24503598e+03 1.20067749e+04
4740.000000 6.43250204e+04 4.24567100e+03 1.20085710e+04
4741.000000 6.43396745e+04 4.24632269e+03 1.20104143e+04
4742.000000 6.43542964e+04 4.24695552e+03 1.20122042e+04
4743.000000 6.43689718e+04 4.24762055e+03 1.20140852e+04
4744.000000 6.43836122e+04 4.24828096e+03 1.20159531e+04
4745.000000 6.43983012e+04 4.24894706e+03 1.20178371e+04
4746.000000 6.44129625e+04 4.24961134e+03 1.20197160e+04
4747.000000 6.44276228e+04 4.25025213e+03 1.20215284e+04
4748.000000 6.44423086e+04 4.25091311e+03 1.20233979e+04
4749.000000 6.44568595e+04 4.25156508e+03 1.20252420e+04
4750.000000 6.44714432e+04 4.25225608e+03 1.20271964e+04
4751.000000 6.44860178e+04 4.25289592e+03 1.20290062e+04
4752.000000 6.45005900e+04 4.25353864e+03 1.20308241e+04
4753.000000 6.45151792e+04 4.25419997e+03 1.20326946e+04
4754.000000 6.45297396e+04 4.25488157e+03 1.20346224e+04
4755.000000 6.45442727e+04 4.25554024e+03 1.20364855e+04
4756.000000 6.45587704e+04 4.25625560e+03 1.20385088e+04
4757.000000 6.45732253e+04 4.25695250e+03 1.20404799e+04
4758.000000 6.45878335e+04 4.25766540e+03 1.20424963e+04
4759.000000 6.46024004e+04 4.25832735e+03 1.20443686e+04
4760.000000 6.46169557e+04 4.25903110e+03 1.20463591e+04
4761.000000 6.46315459e+04 4.25974524e+03 1.20483790e+04
4762.000000 6.46460472e+04 4.26046759e+03 1.20504221e+04
4763.000000 6.46605520e+04 4.26116773e+03 1.20524024e+04
4764.000000 6.46750960e+04 4.26188114e+03 1.20544202e+04
4765.000000 6.46896513e+04 4.26260140e+03 1.20564574e+04
4766.000000 6.47042133e+04 4.26328944e+03 1.20584035e+04
4767.000000 6.47187451e+04 4.26399949e+03 1.20604118e+04
4768.000000 6.47333064e+04 4.26470296e+03 1.20624015e+04
4769.000000 6.47478851e+04 4.26541554e+03 1.20644170e+04
4770.000000 6.47625388e+04 4.26615304e+03 1.20665030e+04
4771.000000 6.47771754e+04 4.26686451e+03 1.20685153e+04
4772.000000 6.47917948e+04 4.26760866e+03 1.20706201e+04
4773.000000 6.48063915e+04 4.26834685e+03 1.20727080e+04
4774.000000 6.48210416e+04 4.26907396e+03 1.20747646e+04
4775.000000 6.48356137e+04 4.26981846e+03 1.20768703e+04
4776.000000 6.48501934e+04 4.27055379e+03 1.20789502e+04
4777.000000 6.48646776e+04 4.27131482e+03 1.20811027e+04
4778.000000 6.48792291e+04 4.27202631e+03 1.20831151e+04
4779.000000 6.48937669e+04 4.27276855e+03 1.20852145e+04
4780.000000 6.49083418e+04 4.27349782e+03 1.20872771e+04
4781.000000 6.49228078e+04 4.27421111e+03 1.20892946e+04
4782.000000 6.49373209e+04 4.27495513e+03 1.20913990e+04
4783.000000 6.49517115e+04 4.27573268e+03 1.20935983e+04
4784.000000 6.49661375e+04 4.27650287e+03 1.20957767e+04
4785.000000 6.49805487e+04 4.27727062e+03 1.20979483e+04
4786.000000 6.49949453e+04 4.27800653e+03 1.21000297e+04
4787.000000 6.50093054e+04 4.27877930e+03 1.21022154e+04
4788.000000 6.50237350e+04 4.27958210e+03 1.21044861e+04
4789.000000 6.50382667e+04 4.28036108e+03 1.21066894e+04
4790.000000 6.50527773e+04 4.28114025e+03 1.21088932e+04
4791.000000 6.50674111e+04 4.28190886e+03 1.21110672e+04
4792.000000 6.50820159e+04 4.28268460e+03 1.21132613e+04
4793.000000 6.50966346e+04 4.28345856e+03 1.21154504e+04
4794.000000 6.51112222e+04 4.28423019e+03 1.21176329e+04
4795.000000 6.51258507e+04 4.28501255e+03 1.21198457e+04
4796.000000 6.51404228e+04 4.28579873e+03 1.21220694e+04
4797.000000 6.51550061e+04 4.28656368e+03 1.21242330e+04
4798.000000 6.51696071e+04 4.28730075e+03 1.21263177e+04
4799.000000 6.51841517e+04 4.28806442e+03 1.21284777e+04
4800.000000 6.51987119e+04 4.28881271e+03 1.21305942e+04
4801.000000 6.52132463e+04 4.28959140e+03 1.21327967e+04
4802.000000 6.52276919e+04 4.29036797e+03 1.21349931e+04
4803.000000 6.52421678e+04 4.29113469e+03 1.21371618e+04
4804.000000 6.52565824e+04 4.29192690e+03 1.21394024e+04
4805.000000 6.52710336e+04 4.29270925e+03 1.21416153e+04
4806.000000 6.52854419e+04 4.29347779e+03 1.21437890e+04
4807.000000 6.52998941e+04 4.29425779e+03 1.21459952e+04
4808.000000 6.53142930e+04 4.29504117e+03 1.21482109e+04
4809.000000 6.53287019e+04 4.29583864e+03 1.21504665e+04
4810.000000 6.53431531e+04 4.29659114e+03 1.21525949e+04
4811.000000 6.53574717e+04 4.29732375e+03 1.21546671e+04
4812.000000 6.53717749e+04 4.29805226e+03 1.21567276e+04
4813.000000 6.53859904e+04 4.29877231e+03 1.21587642e+04
4814.000000 6.54001995e+04 4.29951213e+03 1.21608567e+04
4815.000000 6.54143870e+04 4.30024734e+03 1.21629362e+04
4816.000000 6.54286056e+04 4.30101049e+03 1.21650947e+04
4817.000000 6.54427251e+04 4.30172684e+03 1.21671209e+04
4818.000000 6.54568816e+04 4.30248048e+03 1.21692525e+04
4819.000000 6.54709611e+04 4.30321863e+03 1.21713403e+04
4820.000000 6.54849344e+04 4.30396427e+03 1.21734493e+04
4821.000000 6.54989245e+04 4.30472619e+03 1.21756043e+04
4822.000000 6.55129599e+04 4.30553545e+03 1.21778933e+04
4823.000000 6.55269618e+04 4.30633251e+03 1.21801477e+04
4824.000000 6.55409092e+04 4.30714319e+03 1.21824406e+04
4825.000000 6.55547587e+04 4.30791386e+03 1.21846204e+04
4826.000000 6.55685852e+04 4.30869153e+03 1.21868200e+04
4827.000000 6.55824789e+04 4.30947650e+03 1.21890402e+04
4828.000000 6.55964273e+04 4.31022162e+03 1.21911478e+04
4829.000000 6.56103849e+04 4.31098609e+03 1.21933100e+04
4830.000000 6.56243671e+04 4.31175303e+03 1.21954792e+04
4831.000000 6.56383145e+04 4.31252164e+03 1.21976532e+04
4832.000000 6.56523994e+04 4.31332766e+03 1.21999330e+04
4833.000000 6.56663962e+04 4.31414315e+03 1.22022395e+04
4834.000000 6.56803972e+04 4.31498511e+03 1.22046209e+04
4835.000000 6.56944776e+04 4.31582869e+03 1.22070069e+04
4836.000000 6.57085785e+04 4.31665420e+03 1.22093418e+04
4837.000000 6.57226764e+04 4.31752385e+03 1.22118016e+04
4838.000000 6.57367185e+04 4.31838263e+03 1.22142306e+04
4839.000000 6.57508434e+04 4.31926305e+03 1.22167208e+04
4840.000000 6.57649803e+04 4.32011720e+03 1.22191367e+04
4841.000000 6.57791027e+04 4.32095071e+03 1.22214942e+04
4842.000000 6.57931991e+04 4.32180169e+03 1.22239011e+04
4843.000000 6.58072585e+04 4.32267601e+03 1.22263741e+04
4844.000000 6.58213200e+04 4.32355786e+03 1.22288683e+04
4845.000000 6.58353977e+04 4.32440762e+03 1.22312718e+04
4846.000000 6.58494708e+04 4.32526776e+03 1.22337046e+04
4847.000000 6.58635383e+04 4.32610982e+03 1.22360863e+04
4848.000000 6.58776471e+04 4.32696968e+03 1.22385184e+04
4849.000000 6.58917433e+04 4.32782304e+03 1.22409321e+04
4850.000000 6.59059337e+04 4.32868823e+03 1.22433792e+04
4851.000000 6.59200657e+04 4.32953772e+03 1.22457819e+04
4852.000000 6.59341922e+04 4.33040616e+03 1.22482382e+04
4853.000000 6.59483905e+04 4.33128624e+03 1.22507275e+04
4854.000000 6.59625554e+04 4.33217358e+03 1.22532373e+04
4855.000000 6.59767568e+04 4.33305720e+03 1.22557365e+04
4856.000000 6.59909224e+04 4.33391757e+03 1.22581700e+04
4857.000000 6.60051225e+04 4.33479557e+03 1.22606534e+04
4858.000000 6.60193753e+04 4.33566108e+03 1.22631014e+04
4859.000000 6.60335512e+04 4.33648976e+03 1.22654453e+04
4860.000000 6.60477392e+04 4.33730249e+03 1.22677440e+04
4861.000000 6.60620227e+04 4.33814047e+03 1.22701142e+04
4862.000000 6.60762755e+04 4.33896678e+03 1.22724513e+04
4863.000000 6.60904358e+04 4.33978611e+03 1.22747688e+04
4864.000000 6.61046866e+04 4.34060846e+03 1.22770947e+04
4865.000000 6.61190105e+04 4.34145352e+03 1.22794849e+04
4866.000000 6.61332255e+04 4.34227842e+03 1.22818181e+04
4867.000000 6.61475525e+04 4.34313998e+03 1.22842549e+04
4868.000000 6.61618106e+04 4.34397089e+03 1.22866051e+04
4869.000000 6.61761279e+04 4.34480618e+03 1.22889677e+04
4870.000000 6.61904607e+04 4.34563260e+03 1.22913051e+04
4871.000000 6.62048129e+04 4.34647224e+03 1.22936800e+04
4872.000000 6.62191684e+04 4.34731706e+03 1.22960695e+04
4873.000000 6.62334356e+04 4.34815961e+03 1.22984526e+04
4874.000000 6.62478028e+04 4.34900621e+03 1.23008471e+04
4875.000000 6.62621588e+04 4.34987125e+03 1.23032938e+04
4876.000000 6.62765487e+04 4.35073121e+03 1.23057262e+04
4877.000000 6.62909021e+04 4.35156447e+03 1.23080830e+04
4878.000000 6.63052872e+04 4.35245221e+03 1.23105939e+04
4879.000000 6.63196276e+04 4.35332794e+03 1.23130708e+04
4880.000000 6.63339104e+04 4.35422239e+03 1.23156007e+04
4881.000000 6.63482644e+04 4.35515925e+03 1.23182505e+04
4882.000000 6.63625708e+04 4.35608133e+03 1.23208586e+04
4883.000000 6.63769196e+04 4.35699350e+03 1.23234386e+04
4884.000000 6.63913086e+04 4.35788695e+03 1.23259656e+04
4885.000000 6.64056163e+04 4.35879573e+03 1.23285361e+04
4886.000000 6.64198404e+04 4.35970283e+03 1.23311017e+04
4887.000000 6.64341046e+04 4.36068767e+03 1.23338873e+04
4888.000000 6.64483927e+04 4.36165305e+03 1.23366178e+04
4889.000000 6.64627157e+04 4.36262451e+03 1.23393655e+04
4890.000000 6.64770309e+04 4.36358148e+03 1.23420722e+04
4891.000000 6.64913837e+04 4.36458039e+03 1.23448976e+04
4892.000000 6.65057184e+04 4.36559838e+03 1.23477769e+04
4893.000000 6.65200573e+04 4.36660553e+03 1.23506255e+04
4894.000000 6.65343979e+04 4.36761710e+03 1.23534867e+04
4895.000000 6.65487333e+04 4.36864915e+03 1.23564058e+04
4896.000000 6.65630744e+04 4.36966869e+03 1.23592894e+04
4897.000000 6.65772564e+04 4.37069443e+03 1.23621907e+04
4898.000000 6.65914816e+04 4.37173426e+03 1.23651318e+04
4899.000000 6.66057399e+04 4.37280279e+03 1.23681540e+04
4900.000000 6.66199976e+04 4.37387965e+03 1.23711998e+04
4901.000000 6.66342231e+04 4.37496020e+03 1.23742561e+04
4902.000000 6.66484915e+04 4.37601666e+03 1.23772442e+04
4903.000000 6.66627098e+04 4.37710306e+03 1.23803170e+04
4904.000000 6.66769071e+04 4.37817952e+03 1.23833617e+04
4905.000000 6.66911418e+04 4.37924742e+03 1.23863822e+04
4906.000000 6.67053909e+04 4.38030719e+03 1.23893797e+04
4907.000000 6.67196552e+04 4.38139591e+03 1.23924590e+04
4908.000000 6.67339278e+04 4.38246082e+03 1.23954711e+04
4909.000000 6.67482151e+04 4.38351518e+03 1.23984532e+04
4910.000000 6.67625414e+04 4.38456764e+03 1.24014300e+04
4911.000000 6.67768863e+04 4.38563269e+03 1.24044425e+04
4912.000000 6.67912550e+04 4.38666871e+03 1.24073728e+04
4913.000000 6.68056076e+04 4.38772455e+03 1.24103591e+04
4914.000000 6.68199416e+04 4.38878137e+03 1.24133483e+04
4915.000000 6.68342483e+04 4.38983372e+03 1.24163248e+04
4916.000000 6.68485352e+04 4.39088202e+03 1.24192898e+04
4917.000000 6.68628506e+04 4.39193303e+03 1.24222625e+04
4918.000000 6.68771791e+04 4.39299145e+03 1.24252562e+04
4919.000000 6.68914630e+04 4.39403587e+03 1.24282102e+04
4920.000000 6.69058445e+04 4.39510359e+03 1.24312302e+04
4921.000000 6.69202305e+04 4.39619149e+03 1.24343073e+04
4922.000000 6.69345954e+04 4.39725977e+03 1.24373288e+04
4923.000000 6.69488988e+04 4.39835957e+03 1.24404395e+04
4924.000000 6.69631874e+04 4.39946373e+03 1.24435625e+04
4925.000000 6.69774673e+04 4.40058852e+03 1.24467439e+04
4926.000000 6.69915960e+04 4.40171927e+03 1.24499422e+04
4927.000000 6.70056816e+04 4.40280819e+03 1.24530221e+04
4928.000000 6.70198294e+04 4.40390375e+03 1.24561208e+04
4929.000000 6.70339561e+04 4.40498970e+03 1.24591923e+04
4930.000000 6.70480238e+04 4.40603469e+03 1.24621480e+04
4931.000000 6.70621232e+04 4.40706275e+03 1.24650558e+04
4932.000000 6.70762772e+04 4.40809382e+03 1.24679721e+04
4933.000000 6.70903272e+04 4.40910825e+03 1.24708414e+04
4934.000000 6.71044292e+04 4.41016338e+03 1.24738257e+04
4935.000000 6.71184526e+04 4.41117691e+03 1.24766924e+04
4936.000000 6.71324545e+04 4.41220135e+03 1.24795900e+04
4937.000000 6.71465318e+04 4.41321723e+03 1.24824633e+04
4938.000000 6.71605796e+04 4.41423430e+03 1.24853400e+04
4939.000000 6.71745678e+04 4.41521074e+03 1.24881018e+04
4940.000000 6.71884146e+04 4.41618429e+03 1.24908554e+04
4941.000000 6.72022997e+04 4.41716548e+03 1.24936306e+04
4942.000000 6.72161970e+04 4.41814529e+03 1.24964020e+04
4943.000000 6.72300941e+04 4.41913081e+03 1.24991895e+04
4944.000000 6.72439720e+04 4.42011086e+03 1.25019614e+04
4945.000000 6.72578445e+04 4.42108862e+03 1.25047270e+04
4946.000000 6.72717349e+04 4.42204697e+03 1.25074376e+04
4947.000000 6.72855290e+04 4.42298803e+03 1.25100993e+04
4948.000000 6.72994182e+04 4.42394630e+03 1.25128097e+04
4949.000000 6.73132132e+04 4.42490180e+03 1.25155123e+04
4950.000000 6.73270455e+04 4.42584579e+03 1.25181823e+04
4951.000000 6.73408322e+04 4.42678935e+03 1.25208511e+04
4952.000000 6.73546688e+04 4.42775007e+03 1.25235684e+04
4953.000000 6.73684850e+04 4.42873625e+03 1.25263577e+04
4954.000000 6.73823209e+04 4.42969157e+03 1.25290598e+04
4955.000000 6.73961211e+04 4.43063634e+03 1.25317320e+04
4956.000000 6.74099141e+04 4.43159731e+03 1.25344500e+04
4957.000000 6.74237016e+04 4.43257755e+03 1.25372226e+04
4958.000000 6.74374710e+04 4.43351890e+03 1.25398851e+04
4959.000000 6.74512398e+04 4.43449330e+03 1.25426411e+04
4960.000000 6.74649869e+04 4.43550745e+03 1.25455096e+04
4961.000000 6.74787206e+04 4.43647409e+03 1.25482437e+04
4962.000000 6.74925185e+04 4.43744402e+03 1.25509870e+04
4963.000000 6.75062980e+04 4.43838196e+03 1.25536399e+04
4964.000000 6.75202004e+04 4.43935916e+03 1.25564039e+04
4965.000000 6.75339858e+04 4.44028530e+03 1.25590234e+04
4966.000000 6.75478739e+04 4.44121728e+03 1.25616594e+04
4967.000000 6.75617436e+04 4.44215228e+03 1.25643040e+04
4968.000000 6.75756664e+04 4.44310559e+03 1.25670004e+04
4969.000000 6.75895958e+04 4.44405664e+03 1.25696903e+04
4970.000000 6.76034460e+04 4.44501237e+03 1.25723936e+04
4971.000000 6.76173007e+04 4.44600378e+03 1.25751977e+04
4972.000000 6.76311335e+04 4.44697271e+03 1.25779382e+04
4973.000000 6.76451350e+04 4.44793903e+03 1.25806714e+04
4974.000000 6.76591303e+04 4.44889997e+03 1.25833893e+04
4975.000000 6.76731221e+04 4.44984138e+03 1.25860521e+04
4976.000000 6.76870111e+04 4.45076699e+03 1.25886701e+04
4977.000000 6.77009677e+04 4.45168274e+03 1.25912602e+04
4978.000000 6.77150139e+04 4.45261290e+03 1.25938911e+04
4979.000000 6.77289843e+04 4.45354397e+03 1.25965246e+04
4980.000000 6.77430064e+04 4.45446427e+03 1.25991276e+04
4981.000000 6.77569311e+04 4.45542853e+03 1.26018549e+04
4982.000000 6.77707903e+04 4.45640630e+03 1.26046205e+04
4983.000000 6.77846142e+04 4.45738002e+03 1.26073746e+04
4984.000000 6.77984305e+04 4.45837872e+03 1.26101993e+04
4985.000000 6.78122842e+04 4.45936240e+03 1.26129816e+04
4986.000000 6.78261030e+04 4.46033844e+03 1.26157422e+04
4987.000000 6.78398750e+04 4.46130139e+03 1.26184659e+04
4988.000000 6.78536279e+04 4.46225378e+03 1.26211596e+04
4989.000000 6.78673807e+04 4.46318526e+03 1.26237943e+04
4990.000000 6.78810920e+04 4.46415048e+03 1.26265243e+04
4991.000000 6.78947523e+04 4.46512562e+03 1.26292824e+04
4992.000000 6.79083817e+04 4.46610440e+03 1.26320508e+04
4993.000000 6.79220458e+04 4.46708476e+03 1.26348237e+04
4994.000000 6.79356155e+04 4.46805290e+03 1.26375620e+04
4995.000000 6.79492400e+04 4.46903167e+03 1.26403304e+04
4996.000000 6.79628620e+04 4.46998571e+03 1.26430288e+04
4997.000000 6.79765145e+04 4.47092528e+03 1.26456863e+04
4998.000000 6.79901883e+04 4.47186552e+03 1.26483457e+04
4999.000000 6.80038165e+04 4.47281316e+03 1.26510261e+04
5000.000000 6.80174610e+04 4.47375800e+03 1.26536985e+04
5001.000000 6.80310521e+04 4.47472702e+03 1.26564393e+04
5002.000000 6.80446653e+04 4.47569422e+03 1.26591749e+04
5003.000000 6.80582716e+04 4.47666919e+03 1.26619326e+04
5004.000000 6.80718468e+04 4.47764974e+03 1.26647060e+04
5005.000000 6.80853786e+04 4.47864723e+03 1.26675273e+04
5006.000000 6.80988902e+04 4.47966431e+03 1.26704040e+04
5007.000000 6.81123449e+04 4.48071459e+03 1.26733747e+04
5008.000000 6.81258374e+04 4.48175572e+03 1.26763194e+04
5009.000000 6.81392586e+04 4.48276495e+03 1.26791740e+04
5010.000000 6.81527541e+04 4.48379114e+03 1.26820765e+04
5011.000000 6.81662676e+04 4.48480868e+03 1.26849545e+04
5012.000000 6.81797957e+04 4.48585183e+03 1.26879050e+04
5013.000000 6.81933119e+04 4.48688806e+03 1.26908359e+04
5014.000000 6.82068569e+04 4.48795406e+03 1.26938510e+04
5015.000000 6.82203373e+04 4.48897285e+03 1.26967326e+04
5016.000000 6.82337995e+04 4.48998683e+03 1.26996005e+04
5017.000000 6.82471601e+04 4.49100675e+03 1.27024853e+04
5018.000000 6.82605812e+04 4.49203382e+03 1.27053903e+04
5019.000000 6.82739175e+04 4.49308219e+03 1.27083555e+04
5020.000000 6.82872763e+04 4.49410055e+03 1.27112359e+04
5021.000000 6.83006316e+04 4.49509009e+03 1.27140347e+04
5022.000000 6.83139767e+04 4.49611644e+03 1.27169377e+04
5023.000000 6.83272462e+04 4.49711867e+03 1.27197724e+04
5024.000000 6.83405383e+04 4.49811584e+03 1.27225928e+04
5025.000000 6.83537803e+04 4.49910517e+03 1.27253911e+04
5026.000000 6.83671806e+04 4.50014375e+03 1.27283286e+04
5027.000000 6.83805685e+04 4.50116570e+03 1.27312192e+04
5028.000000 6.83940122e+04 4.50217672e+03 1.27340788e+04
5029.000000 6.84074502e+04 4.50318793e+03 1.27369389e+04
5030.000000 6.84208779e+04 4.50417828e+03 1.27397400e+04
5031.000000 6.84343480e+04 4.50517976e+03 1.27425726e+04
5032.000000 6.84477550e+04 4.50617441e+03 1.27453859e+04
5033.000000 6.84612329e+04 4.50717671e+03 1.27482209e+04
5034.000000 6.84747621e+04 4.50818353e+03 1.27510686e+04
5035.000000 6.84883566e+04 4.50919313e+03 1.27539242e+04
5036.000000 6.85018921e+04 4.51021423e+03 1.27568123e+04
5037.000000 6.85154433e+04 4.51122248e+03 1.27596640e+04
5038.000000 6.85290257e+04 4.51221451e+03 1.27624699e+04
5039.000000 6.85425818e+04 4.51325888e+03 1.27654238e+04
5040.000000 6.85560969e+04 4.51427105e+03 1.27682867e+04
5041.000000 6.85696813e+04 4.51527181e+03 1.27711173e+04
5042.000000 6.85832988e+04 4.51628386e+03 1.27739798e+04
5043.000000 6.85969655e+04 4.51730868e+03 1.27768784e+04
5044.000000 6.86106069e+04 4.51833554e+03 1.27797828e+04
5045.000000 6.86242492e+04 4.51935638e+03 1.27826702e+04
5046.000000 6.86378232e+04 4.52038108e+03 1.27855685e+04
5047.000000 6.86513716e+04 4.52143258e+03 1.27885426e+04
5048.000000 6.86649080e+04 4.52243890e+03 1.27913888e+04
5049.000000 6.86784955e+04 4.52345164e+03 1.27942533e+04
5050.000000 6.86920370e+04 4.52447038e+03 1.27971347e+04
5051.000000 6.87055754e+04 4.52548576e+03 1.28000067e+04
5052.000000 6.87192036e+04 4.52650586e+03 1.28028920e+04
5053.000000 6.87328486e+04 4.52754462e+03 1.28058300e+04
5054.000000 6.87465263e+04 4.52859267e+03 1.28087943e+04
5055.000000 6.87602182e+04 4.52964478e+03 1.28117701e+04
5056.000000 6.87739320e+04 4.53070536e+03 1.28147699e+04
5057.000000 6.87876779e+04 4.53178766e+03 1.28178311e+04
5058.000000 6.88014392e+04 4.53286789e+03 1.28208865e+04
5059.000000 6.88152659e+04 4.53395590e+03 1.28239638e+04
5060.000000 6.88291763e+04 4.53504381e+03 1.28270409e+04
5061.000000 6.88430669e+04 4.53611115e+03 1.28300598e+04
5062.000000 6.88569193e+04 4.53718000e+03 1.28330830e+04
5063.000000 6.88708447e+04 4.53824130e+03 1.28360848e+04
5064.000000 6.88847271e+04 4.53935204e+03 1.28392264e+04
5065.000000 6.88986324e+04 4.54041522e+03 1.28422336e+04
5066.000000 6.89124749e+04 4.54152427e+03 1.28453704e+04
5067.000000 6.89262828e+04 4.54257357e+03 1.28483383e+04
5068.000000 6.89401531e+04 4.54365080e+03 1.28513852e+04
5069.000000 6.89539929e+04 4.54472768e+03 1.28544311e+04
5070.000000 6.89679042e+04 4.54578405e+03 1.28574189e+04
5071.000000 6.89818295e+04 4.54683481e+03 1.28603909e+04
5072.000000 6.89957396e+04 4.54789043e+03 1.28633766e+04
5073.000000 6.90096137e+04 4.54893838e+03 1.28663407e+04
5074.000000 6.90234501e+04 4.54995452e+03 1.28692148e+04
5075.000000 6.90373401e+04 4.55100804e+03 1.28721946e+04
5076.000000 6.90512165e+04 4.55203509e+03 1.28750995e+04
5077.000000 6.90650707e+04 4.55305761e+03 1.28779917e+04
5078.000000 6.90788425e+04 4.55406012e+03 1.28808272e+04
5079.000000 6.90926045e+04 4.55503907e+03 1.28835961e+04
5080.000000 6.91063727e+04 4.55602176e+03 1.28863755e+04
5081.000000 6.91202203e+04 4.55701706e+03 1.28891907e+04
5082.000000 6.91341367e+04 4.55803022e+03 1.28920563e+04
5083.000000 6.91479945e+04 4.55904567e+03 1.28949284e+04
5084.000000 6.91618558e+04 4.56006716e+03 1.28978176e+04
5085.000000 6.91757477e+04 4.56108329e+03 1.29006917e+04
5086.000000 6.91897871e+04 4.56211884e+03 1.29036207e+04
5087.000000 6.92037790e+04 4.56314088e+03 1.29065114e+04
5088.000000 6.92178670e+04 4.56417118e+03 1.29094256e+04
5089.000000 6.92319206e+04 4.56516253e+03 1.29122295e+04
5090.000000 6.92459774e+04 4.56619467e+03 1.29151489e+04
5091.000000 6.92600228e+04 4.56723859e+03 1.29181015e+04
5092.000000 6.92740291e+04 4.56826010e+03 1.29209908e+04
5093.000000 6.92879550e+04 4.56930686e+03 1.29239515e+04
5094.000000 6.93018739e+04 4.57033554e+03 1.29268610e+04
5095.000000 6.93158400e+04 4.57140945e+03 1.29298985e+04
5096.000000 6.93297580e+04 4.57247525e+03 1.29329130e+04
5097.000000 6.93437310e+04 4.57354425e+03 1.29359366e+04
5098.000000 6.93577514e+04 4.57462844e+03 1.29390032e+04
5099.000000 6.93716947e+04 4.57573824e+03 1.29421421e+04
5100.000000 6.93856640e+04 4.57683955e+03 1.29452571e+04
5101.000000 6.93996276e+04 4.57794206e+03 1.29483755e+04
5102.000000 6.94135602e+04 4.57903660e+03 1.29514713e+04
5103.000000 6.94275629e+04 4.58012751e+03 1.29545569e+04
5104.000000 6.94415698e+04 4.58122612e+03 1.29576642e+04
5105.000000 6.94555718e+04 4.58231721e+03 1.29607503e+04
5106.000000 6.94695977e+04 4.58344091e+03 1.29639286e+04
5107.000000 6.94836054e+04 4.58453660e+03 1.29670277e+04
5108.000000 6.94976332e+04 4.58563202e+03 1.29701260e+04
5109.000000 6.95116231e+04 4.58673334e+03 1.29732410e+04
5110.000000 6.95256155e+04 4.58783213e+03 1.29763488e+04
5111.000000 6.95396108e+04 4.58896398e+03 1.29795502e+04
